Date,Hour,Count,Count_B2,Temp_B2,Hum_B2,Weekday
2018-09-04,12,995,822,23.1,73,Tue
2018-09-04,13,997,940,24.5,64,Tue
2018-09-04,14,987,995,25.8,57,Tue
2018-09-04,15,1178,997,26.5,58,Tue
2018-09-04,16,1429,987,27.4,52,Tue
2018-09-04,17,1993,1178,26.7,51,Tue
2018-09-04,18,3166,1429,27.1,47,Tue
2018-09-04,19,2491,1993,27.6,47,Tue
2018-09-04,20,2259,3166,26.8,53,Tue
2018-09-04,21,2212,2491,25.1,49,Tue
2018-09-04,22,1856,2259,23.7,49,Tue
2018-09-04,23,1233,2212,22.9,55,Tue
2018-09-05,0,983,1856,22.2,58,Wed
2018-09-05,1,748,1233,21.7,60,Wed
2018-09-05,2,493,983,21.1,64,Wed
2018-09-05,3,376,748,20.9,66,Wed
2018-09-05,4,220,493,20.6,72,Wed
2018-09-05,5,249,376,20.2,77,Wed
2018-09-05,6,676,220,19.9,81,Wed
2018-09-05,7,1487,249,19.7,82,Wed
2018-09-05,8,2312,676,19.8,82,Wed
2018-09-05,9,1195,1487,19.8,79,Wed
2018-09-05,10,847,2312,21.2,69,Wed
2018-09-05,11,937,1195,23.4,59,Wed
2018-09-05,12,1072,847,25.4,49,Wed
2018-09-05,13,1039,937,26.4,47,Wed
2018-09-05,14,989,1072,27.1,44,Wed
2018-09-05,15,1131,1039,27.3,46,Wed
2018-09-05,16,1446,989,27.9,42,Wed
2018-09-05,17,2068,1131,28.1,43,Wed
2018-09-05,18,3160,1446,28.2,37,Wed
2018-09-05,19,2468,2068,27.7,40,Wed
2018-09-05,20,2177,3160,27,45,Wed
2018-09-05,21,2024,2468,25.4,55,Wed
2018-09-05,22,1798,2177,24.5,64,Wed
2018-09-05,23,1219,2024,23.9,75,Wed
2018-09-06,0,963,1798,23.6,82,Thu
2018-09-06,1,743,1219,23,83,Thu
2018-09-06,2,531,963,22.5,83,Thu
2018-09-06,3,320,743,21.9,85,Thu
2018-09-06,4,215,531,21.6,86,Thu
2018-09-06,5,247,320,21.5,85,Thu
2018-09-06,6,680,215,21.6,87,Thu
2018-09-06,7,1438,247,21.7,87,Thu
2018-09-06,8,2270,680,21.4,84,Thu
2018-09-06,9,1186,1438,20.9,83,Thu
2018-09-06,10,835,2270,21.8,77,Thu
2018-09-06,11,941,1186,23.5,72,Thu
2018-09-06,12,1041,835,24.6,70,Thu
2018-09-06,13,1049,941,25.9,63,Thu
2018-09-06,14,1032,1041,26.9,60,Thu
2018-09-06,15,1089,1049,28,52,Thu
2018-09-06,16,1292,1032,27.9,47,Thu
2018-09-06,17,1525,1089,27.8,48,Thu
2018-09-06,18,2497,1292,26.9,55,Thu
2018-09-06,19,1990,1525,26.6,63,Thu
2018-09-06,20,1900,2497,25.8,58,Thu
2018-09-06,21,1851,1990,25.3,71,Thu
2018-09-06,22,1641,1900,25.1,71,Thu
2018-09-06,23,562,1851,24.6,70,Thu
2018-09-07,0,556,1641,24.3,71,Fri
2018-09-07,1,345,562,23.9,71,Fri
2018-09-07,2,259,556,21.3,82,Fri
2018-09-07,3,259,345,21.6,77,Fri
2018-09-07,4,185,259,21.3,76,Fri
2018-09-07,5,247,259,21.1,75,Fri
2018-09-07,6,624,185,20.8,66,Fri
2018-09-07,7,1346,247,20.5,67,Fri
2018-09-07,8,2260,624,20.2,70,Fri
2018-09-07,9,1194,1346,20.3,74,Fri
2018-09-07,10,896,2260,20.5,78,Fri
2018-09-07,11,988,1194,21.3,63,Fri
2018-09-07,12,1213,896,22.6,58,Fri
2018-09-07,13,1119,988,23.8,51,Fri
2018-09-07,14,1187,1213,24.2,50,Fri
2018-09-07,15,1391,1119,24.3,50,Fri
2018-09-07,16,1577,1187,25.2,43,Fri
2018-09-07,17,2183,1391,24.7,44,Fri
2018-09-07,18,3154,1577,25.2,39,Fri
2018-09-07,19,2365,2183,24.5,37,Fri
2018-09-07,20,1959,3154,24.4,34,Fri
2018-09-07,21,1915,2365,22.6,39,Fri
2018-09-07,22,1796,1959,21.6,43,Fri
2018-09-07,23,1363,1915,20.6,48,Fri
2018-09-08,0,1107,1796,19.8,51,Sat
2018-09-08,1,1001,1363,19.4,50,Sat
2018-09-08,2,692,1107,19.2,53,Sat
2018-09-08,3,504,1001,18.9,55,Sat
2018-09-08,4,285,692,18.5,57,Sat
2018-09-08,5,227,504,17.8,60,Sat
2018-09-08,6,322,285,17.2,66,Sat
2018-09-08,7,511,227,16.7,70,Sat
2018-09-08,8,827,322,16.2,70,Sat
2018-09-08,9,956,511,16,70,Sat
2018-09-08,10,1096,827,17.1,57,Sat
2018-09-08,11,1179,956,19.9,51,Sat
2018-09-08,12,1273,1096,22.2,43,Sat
2018-09-08,13,1505,1179,24.2,41,Sat
2018-09-08,14,1554,1273,25.2,36,Sat
2018-09-08,15,1792,1505,26.1,32,Sat
2018-09-08,16,1943,1554,26.8,31,Sat
2018-09-08,17,2167,1792,26.9,33,Sat
2018-09-08,18,2255,1943,27.7,32,Sat
2018-09-08,19,1978,2167,27.2,35,Sat
2018-09-08,20,1944,2255,25.7,38,Sat
2018-09-08,21,1878,1978,24,41,Sat
2018-09-08,22,1675,1944,22.8,45,Sat
2018-09-08,23,1142,1878,22.1,49,Sat
2018-09-09,0,1185,1675,21.5,51,Sun
2018-09-09,1,835,1142,20.7,52,Sun
2018-09-09,2,589,1185,19.6,53,Sun
2018-09-09,3,395,835,18.8,54,Sun
2018-09-09,4,264,589,18.1,57,Sun
2018-09-09,5,165,395,17.4,57,Sun
2018-09-09,6,255,264,17,59,Sun
2018-09-09,7,366,165,16.3,66,Sun
2018-09-09,8,644,255,15.8,69,Sun
2018-09-09,9,803,366,15.7,68,Sun
2018-09-09,10,928,644,17.4,56,Sun
2018-09-09,11,1051,803,20.4,51,Sun
2018-09-09,12,1220,928,22.9,45,Sun
2018-09-09,13,1432,1051,24.4,41,Sun
2018-09-09,14,1662,1220,25.9,39,Sun
2018-09-09,15,1877,1432,27.2,32,Sun
2018-09-09,16,2099,1662,28.2,29,Sun
2018-09-09,17,2201,1877,28.9,27,Sun
2018-09-09,18,2368,2099,27.1,35,Sun
2018-09-09,19,2033,2201,27.7,33,Sun
2018-09-09,20,1930,2368,26,35,Sun
2018-09-09,21,1820,2033,24.1,56,Sun
2018-09-09,22,1291,1930,22.9,58,Sun
2018-09-09,23,941,1820,22.2,57,Sun
2018-09-10,0,792,1291,21.8,54,Mon
2018-09-10,1,487,941,21.2,56,Mon
2018-09-10,2,332,792,20.7,57,Mon
2018-09-10,3,176,487,20.5,58,Mon
2018-09-10,4,188,332,20,59,Mon
2018-09-10,5,226,176,19.7,60,Mon
2018-09-10,6,691,188,19.4,61,Mon
2018-09-10,7,1463,226,19.1,62,Mon
2018-09-10,8,2278,691,18.7,64,Mon
2018-09-10,9,1125,1463,18.9,63,Mon
2018-09-10,10,862,2278,20.1,57,Mon
2018-09-10,11,934,1125,22.3,52,Mon
2018-09-10,12,1095,862,24,47,Mon
2018-09-10,13,1057,934,25.3,44,Mon
2018-09-10,14,1064,1095,26.7,40,Mon
2018-09-10,15,1249,1057,27.1,38,Mon
2018-09-10,16,1467,1064,27.8,37,Mon
2018-09-10,17,2147,1249,27.6,38,Mon
2018-09-10,18,3298,1467,27.5,39,Mon
2018-09-10,19,2518,2147,26.6,40,Mon
2018-09-10,20,2240,3298,25.9,42,Mon
2018-09-10,21,2090,2518,24.4,47,Mon
2018-09-10,22,1779,2240,23.4,48,Mon
2018-09-10,23,1223,2090,22.5,48,Mon
2018-09-11,0,910,1779,21.7,50,Tue
2018-09-11,1,662,1223,20.8,51,Tue
2018-09-11,2,435,910,20.1,52,Tue
2018-09-11,3,261,662,19.5,52,Tue
2018-09-11,4,193,435,18.9,52,Tue
2018-09-11,5,258,261,18.2,52,Tue
2018-09-11,6,678,193,17.7,52,Tue
2018-09-11,7,1556,258,17.2,54,Tue
2018-09-11,8,2369,678,17,55,Tue
2018-09-11,9,1234,1556,16.9,55,Tue
2018-09-11,10,922,2369,17.8,53,Tue
2018-09-11,11,1012,1234,19.8,49,Tue
2018-09-11,12,1192,922,21.9,43,Tue
2018-09-11,13,1102,1012,23.7,40,Tue
2018-09-11,14,1115,1192,24.5,40,Tue
2018-09-11,15,1222,1102,25.7,40,Tue
2018-09-11,16,1527,1115,25.8,37,Tue
2018-09-11,17,2171,1222,26,40,Tue
2018-09-11,18,3222,1527,25.5,44,Tue
2018-09-11,19,2455,2171,25.4,44,Tue
2018-09-11,20,2072,3222,24.7,45,Tue
2018-09-11,21,2018,2455,23.7,49,Tue
2018-09-11,22,1868,2072,22.9,48,Tue
2018-09-11,23,1240,2018,22.2,50,Tue
2018-09-12,0,949,1868,21.6,52,Wed
2018-09-12,1,691,1240,20.9,53,Wed
2018-09-12,2,462,949,20.2,54,Wed
2018-09-12,3,297,691,19.6,56,Wed
2018-09-12,4,215,462,19,56,Wed
2018-09-12,5,241,297,18.4,57,Wed
2018-09-12,6,656,215,18,59,Wed
2018-09-12,7,1551,241,17.5,60,Wed
2018-09-12,8,2391,656,17,63,Wed
2018-09-12,9,1234,1551,16.8,61,Wed
2018-09-12,10,923,2391,18.2,56,Wed
2018-09-12,11,1017,1234,20.8,48,Wed
2018-09-12,12,1165,923,22.7,45,Wed
2018-09-12,13,1066,1017,24.8,44,Wed
2018-09-12,14,1087,1165,26.3,44,Wed
2018-09-12,15,1251,1066,26.8,45,Wed
2018-09-12,16,1494,1087,26.9,45,Wed
2018-09-12,17,2129,1251,27.7,41,Wed
2018-09-12,18,3256,1494,27.8,42,Wed
2018-09-12,19,2443,2129,27.8,41,Wed
2018-09-12,20,2146,3256,27,44,Wed
2018-09-12,21,2012,2443,25.4,50,Wed
2018-09-12,22,1824,2146,24,56,Wed
2018-09-12,23,1309,2012,23.2,57,Wed
2018-09-13,0,968,1824,22.6,60,Thu
2018-09-13,1,736,1309,22.2,62,Thu
2018-09-13,2,437,968,21.9,62,Thu
2018-09-13,3,304,736,21.5,65,Thu
2018-09-13,4,240,437,21.2,66,Thu
2018-09-13,5,248,304,20.9,68,Thu
2018-09-13,6,655,240,20.7,69,Thu
2018-09-13,7,1448,248,20.5,70,Thu
2018-09-13,8,2329,655,20.3,71,Thu
2018-09-13,9,1322,1448,20.5,69,Thu
2018-09-13,10,915,2329,20.9,68,Thu
2018-09-13,11,972,1322,21.8,64,Thu
2018-09-13,12,1119,915,22.7,61,Thu
2018-09-13,13,1014,972,23.5,61,Thu
2018-09-13,14,1097,1119,24.3,59,Thu
2018-09-13,15,1200,1014,25.1,56,Thu
2018-09-13,16,1436,1097,27.2,49,Thu
2018-09-13,17,2021,1200,27.8,49,Thu
2018-09-13,18,3146,1436,28.2,48,Thu
2018-09-13,19,2365,2021,27.9,51,Thu
2018-09-13,20,2003,3146,26.7,56,Thu
2018-09-13,21,2000,2365,25.4,61,Thu
2018-09-13,22,1713,2003,24.6,62,Thu
2018-09-13,23,1303,2000,23.8,67,Thu
2018-09-14,0,971,1713,22.8,70,Fri
2018-09-14,1,775,1303,22.4,73,Fri
2018-09-14,2,482,971,22.1,74,Fri
2018-09-14,3,349,775,21.6,75,Fri
2018-09-14,4,223,482,21.3,75,Fri
2018-09-14,5,249,349,21,76,Fri
2018-09-14,6,644,223,20.7,76,Fri
2018-09-14,7,1456,249,20.7,77,Fri
2018-09-14,8,2253,644,20.4,78,Fri
2018-09-14,9,1201,1456,20.5,76,Fri
2018-09-14,10,936,2253,21.4,70,Fri
2018-09-14,11,982,1201,22.3,69,Fri
2018-09-14,12,1088,936,23.3,65,Fri
2018-09-14,13,1155,982,24,64,Fri
2018-09-14,14,1199,1088,25.3,56,Fri
2018-09-14,15,1347,1155,26.4,57,Fri
2018-09-14,16,1503,1199,26.3,58,Fri
2018-09-14,17,2059,1347,26.6,55,Fri
2018-09-14,18,2826,1503,26.3,57,Fri
2018-09-14,19,1996,2059,25.9,56,Fri
2018-09-14,20,1869,2826,25.7,57,Fri
2018-09-14,21,1259,1996,25.3,60,Fri
2018-09-14,22,567,1869,25,61,Fri
2018-09-14,23,810,1259,24.7,61,Fri
2018-09-15,0,906,567,24,73,Sat
2018-09-15,1,881,810,22.3,87,Sat
2018-09-15,2,580,906,21.8,83,Sat
2018-09-15,3,302,881,21.8,79,Sat
2018-09-15,4,234,580,21.7,78,Sat
2018-09-15,5,169,302,21.6,80,Sat
2018-09-15,6,272,234,21.2,83,Sat
2018-09-15,7,453,169,21.1,82,Sat
2018-09-15,8,829,272,21,84,Sat
2018-09-15,9,934,453,21.2,84,Sat
2018-09-15,10,1017,829,21.7,78,Sat
2018-09-15,11,1212,934,22.7,72,Sat
2018-09-15,12,1284,1017,24.4,65,Sat
2018-09-15,13,1465,1212,25.2,64,Sat
2018-09-15,14,1474,1284,25.4,63,Sat
2018-09-15,15,1077,1465,25.8,65,Sat
2018-09-15,16,1273,1474,25.7,67,Sat
2018-09-15,17,1474,1077,25.2,71,Sat
2018-09-15,18,1566,1273,24.4,74,Sat
2018-09-15,19,1578,1474,24.4,75,Sat
2018-09-15,20,1613,1566,24.2,76,Sat
2018-09-15,21,1710,1578,23.8,78,Sat
2018-09-15,22,1566,1613,23.5,80,Sat
2018-09-15,23,1210,1710,23.3,80,Sat
2018-09-16,0,1014,1566,23.1,79,Sun
2018-09-16,1,764,1210,22.9,81,Sun
2018-09-16,2,432,1014,22.8,82,Sun
2018-09-16,3,258,764,22.8,84,Sun
2018-09-16,4,188,432,22.8,85,Sun
2018-09-16,5,123,258,22.6,89,Sun
2018-09-16,6,137,188,22.5,89,Sun
2018-09-16,7,258,123,22.2,90,Sun
2018-09-16,8,464,137,22,90,Sun
2018-09-16,9,725,258,21.9,95,Sun
2018-09-16,10,813,464,21.9,88,Sun
2018-09-16,11,1014,725,22.3,84,Sun
2018-09-16,12,989,813,22.9,74,Sun
2018-09-16,13,754,1014,23.4,61,Sun
2018-09-16,14,409,989,23.7,64,Sun
2018-09-16,15,222,754,23.6,66,Sun
2018-09-16,16,142,409,23.4,72,Sun
2018-09-16,17,322,222,23.2,83,Sun
2018-09-16,18,520,142,22.5,86,Sun
2018-09-16,19,852,322,22,89,Sun
2018-09-16,20,1073,520,21.5,89,Sun
2018-09-16,21,1146,852,21.2,87,Sun
2018-09-16,22,988,1073,21.1,88,Sun
2018-09-16,23,571,1146,21.2,88,Sun
2018-09-17,0,531,988,21.4,87,Mon
2018-09-17,1,337,571,21.3,80,Mon
2018-09-17,2,227,531,21,82,Mon
2018-09-17,3,186,337,20.5,73,Mon
2018-09-17,4,160,227,20.3,81,Mon
2018-09-17,5,246,186,20.2,82,Mon
2018-09-17,6,625,160,20,81,Mon
2018-09-17,7,1487,246,19.4,84,Mon
2018-09-17,8,2276,625,18.8,88,Mon
2018-09-17,9,1185,1487,18.5,88,Mon
2018-09-17,10,868,2276,18.9,77,Mon
2018-09-17,11,954,1185,20.5,66,Mon
2018-09-17,12,1083,868,21.7,60,Mon
2018-09-17,13,1069,954,23.8,54,Mon
2018-09-17,14,1092,1083,25.2,50,Mon
2018-09-17,15,1207,1069,25.6,50,Mon
2018-09-17,16,1445,1092,26.7,40,Mon
2018-09-17,17,2056,1207,27.4,33,Mon
2018-09-17,18,3277,1445,27.6,37,Mon
2018-09-17,19,2489,2056,27.3,43,Mon
2018-09-17,20,2232,3277,25.3,56,Mon
2018-09-17,21,2100,2489,23,63,Mon
2018-09-17,22,1865,2232,21.9,65,Mon
2018-09-17,23,1293,2100,21.3,66,Mon
2018-09-18,0,0,1865,20.8,65,Tue
2018-09-18,1,0,1293,20.2,68,Tue
2018-09-18,2,0,0,19.5,73,Tue
2018-09-18,3,0,0,19.3,71,Tue
2018-09-18,4,0,0,18.8,74,Tue
2018-09-18,5,0,0,18.7,76,Tue
2018-09-18,6,0,0,18.3,78,Tue
2018-09-18,7,0,0,17.9,77,Tue
2018-09-18,8,0,0,17.7,77,Tue
2018-09-18,9,0,0,17.8,76,Tue
2018-09-18,10,0,0,18.7,73,Tue
2018-09-18,11,0,0,20.8,64,Tue
2018-09-18,12,0,0,22.7,54,Tue
2018-09-18,13,0,0,24.1,46,Tue
2018-09-18,14,0,0,24.7,43,Tue
2018-09-18,15,0,0,25.6,40,Tue
2018-09-18,16,0,0,26.1,37,Tue
2018-09-18,17,0,0,26.1,43,Tue
2018-09-18,18,0,0,26.4,34,Tue
2018-09-18,19,0,0,25.5,38,Tue
2018-09-18,20,0,0,24.8,48,Tue
2018-09-18,21,0,0,23.2,57,Tue
2018-09-18,22,0,0,22.6,58,Tue
2018-09-18,23,0,0,22.1,61,Tue
2018-09-19,0,0,0,21.8,65,Wed
2018-09-19,1,0,0,21.2,69,Wed
2018-09-19,2,0,0,21,66,Wed
2018-09-19,3,0,0,20.5,64,Wed
2018-09-19,4,0,0,20,70,Wed
2018-09-19,5,0,0,19.7,70,Wed
2018-09-19,6,0,0,19.5,70,Wed
2018-09-19,7,0,0,19.3,73,Wed
2018-09-19,8,0,0,19,76,Wed
2018-09-19,9,0,0,19,74,Wed
2018-09-19,10,0,0,19.8,71,Wed
2018-09-19,11,0,0,21.5,61,Wed
2018-09-19,12,0,0,22.9,59,Wed
2018-09-19,13,0,0,23.6,55,Wed
2018-09-19,14,0,0,24.9,51,Wed
2018-09-19,15,0,0,26.5,39,Wed
2018-09-19,16,0,0,26.1,40,Wed
2018-09-19,17,0,0,25.9,39,Wed
2018-09-19,18,0,0,25.6,41,Wed
2018-09-19,19,0,0,25,44,Wed
2018-09-19,20,0,0,24,55,Wed
2018-09-19,21,0,0,23.5,58,Wed
2018-09-19,22,0,0,22.6,67,Wed
2018-09-19,23,0,0,21.7,63,Wed
2018-09-20,0,886,0,20.9,71,Thu
2018-09-20,1,761,0,20.4,57,Thu
2018-09-20,2,524,886,20.1,58,Thu
2018-09-20,3,294,761,20,59,Thu
2018-09-20,4,241,524,19.9,64,Thu
2018-09-20,5,137,294,19.6,72,Thu
2018-09-20,6,47,241,19.6,74,Thu
2018-09-20,7,130,137,19.5,74,Thu
2018-09-20,8,299,47,18.8,85,Thu
2018-09-20,9,89,130,18,95,Thu
2018-09-20,10,87,299,18,91,Thu
2018-09-20,11,111,89,18.2,93,Thu
2018-09-20,12,180,87,18.4,91,Thu
2018-09-20,13,301,111,18.8,95,Thu
2018-09-20,14,573,180,19,91,Thu
2018-09-20,15,696,301,18.9,89,Thu
2018-09-20,16,912,573,19.3,83,Thu
2018-09-20,17,1290,696,19.4,79,Thu
2018-09-20,18,1786,912,19.5,75,Thu
2018-09-20,19,1272,1290,19.3,76,Thu
2018-09-20,20,898,1786,19.1,77,Thu
2018-09-20,21,784,1272,18.9,78,Thu
2018-09-20,22,1049,898,19.1,77,Thu
2018-09-20,23,935,784,18.7,84,Thu
2018-09-21,0,809,1049,18.4,85,Fri
2018-09-21,1,674,935,18.7,80,Fri
2018-09-21,2,122,809,18.9,78,Fri
2018-09-21,3,28,674,19,78,Fri
2018-09-21,4,24,122,19.1,78,Fri
2018-09-21,5,24,28,18.5,88,Fri
2018-09-21,6,23,24,17.9,95,Fri
2018-09-21,7,45,24,17.8,93,Fri
2018-09-21,8,127,23,17.6,95,Fri
2018-09-21,9,47,45,17.6,96,Fri
2018-09-21,10,78,127,17.8,97,Fri
2018-09-21,11,98,47,18.2,96,Fri
2018-09-21,12,143,78,18.4,96,Fri
2018-09-21,13,600,98,18.9,91,Fri
2018-09-21,14,972,143,19.1,91,Fri
2018-09-21,15,1288,600,19.8,88,Fri
2018-09-21,16,1550,972,21.4,76,Fri
2018-09-21,17,1904,1288,21.8,76,Fri
2018-09-21,18,2235,1550,21.5,78,Fri
2018-09-21,19,1720,1904,21.2,77,Fri
2018-09-21,20,1551,2235,20.9,77,Fri
2018-09-21,21,1540,1720,20.3,81,Fri
2018-09-21,22,1493,1551,20,82,Fri
2018-09-21,23,1171,1540,19.9,82,Fri
2018-09-22,0,953,1493,19.7,82,Sat
2018-09-22,1,875,1171,19.5,82,Sat
2018-09-22,2,655,953,19.5,81,Sat
2018-09-22,3,458,875,19.5,83,Sat
2018-09-22,4,96,655,19.4,85,Sat
2018-09-22,5,93,458,18.8,90,Sat
2018-09-22,6,215,96,18.9,88,Sat
2018-09-22,7,363,93,18.8,96,Sat
2018-09-22,8,654,215,18.4,95,Sat
2018-09-22,9,810,363,18.1,96,Sat
2018-09-22,10,925,654,18.2,86,Sat
2018-09-22,11,1062,810,19.7,78,Sat
2018-09-22,12,1273,925,21.8,67,Sat
2018-09-22,13,1409,1062,22.7,55,Sat
2018-09-22,14,1532,1273,24.2,43,Sat
2018-09-22,15,1814,1409,24.9,32,Sat
2018-09-22,16,1840,1532,25.2,28,Sat
2018-09-22,17,2045,1814,25.4,32,Sat
2018-09-22,18,1939,1840,25.3,38,Sat
2018-09-22,19,1743,2045,24.6,35,Sat
2018-09-22,20,1604,1939,23.2,36,Sat
2018-09-22,21,1502,1743,21.3,43,Sat
2018-09-22,22,1430,1604,20.4,52,Sat
2018-09-22,23,1108,1502,19.4,55,Sat
2018-09-23,0,880,1430,18.6,62,Sun
2018-09-23,1,644,1108,17.9,66,Sun
2018-09-23,2,489,880,17.2,69,Sun
2018-09-23,3,334,644,16.4,66,Sun
2018-09-23,4,202,489,16,72,Sun
2018-09-23,5,106,334,15.8,70,Sun
2018-09-23,6,144,202,16.2,69,Sun
2018-09-23,7,261,106,16.3,67,Sun
2018-09-23,8,439,144,16.5,73,Sun
2018-09-23,9,534,261,16.5,74,Sun
2018-09-23,10,620,439,17,69,Sun
2018-09-23,11,764,534,18.4,59,Sun
2018-09-23,12,915,620,19.3,59,Sun
2018-09-23,13,1031,764,20.1,57,Sun
2018-09-23,14,1136,915,20.8,52,Sun
2018-09-23,15,1366,1031,22.7,44,Sun
2018-09-23,16,1502,1136,24.2,40,Sun
2018-09-23,17,1591,1366,25,28,Sun
2018-09-23,18,1492,1502,24.6,29,Sun
2018-09-23,19,1333,1591,24.1,41,Sun
2018-09-23,20,1287,1492,22.3,53,Sun
2018-09-23,21,1148,1333,21,54,Sun
2018-09-23,22,1074,1287,20.2,48,Sun
2018-09-23,23,768,1148,19.1,38,Sun
2018-09-24,0,620,1074,18.5,40,Mon
2018-09-24,1,426,768,17.7,45,Mon
2018-09-24,2,302,620,17.2,50,Mon
2018-09-24,3,216,426,16.8,53,Mon
2018-09-24,4,141,302,16.1,57,Mon
2018-09-24,5,105,216,15.5,63,Mon
2018-09-24,6,141,141,14.9,68,Mon
2018-09-24,7,205,105,14.4,66,Mon
2018-09-24,8,296,141,14.3,66,Mon
2018-09-24,9,310,205,14.7,61,Mon
2018-09-24,10,426,296,15.4,52,Mon
2018-09-24,11,588,310,17,43,Mon
2018-09-24,12,754,426,18.5,38,Mon
2018-09-24,13,885,588,19.4,31,Mon
2018-09-24,14,1099,754,20.3,34,Mon
2018-09-24,15,1273,885,20.9,30,Mon
2018-09-24,16,1433,1099,21.3,30,Mon
2018-09-24,17,1442,1273,21.8,32,Mon
2018-09-24,18,1237,1433,22,31,Mon
2018-09-24,19,1280,1442,21.6,32,Mon
2018-09-24,20,1227,1237,20.3,35,Mon
2018-09-24,21,1145,1280,18.6,54,Mon
2018-09-24,22,958,1227,17.6,57,Mon
2018-09-24,23,750,1145,16.8,58,Mon
2018-09-25,0,558,958,16.6,47,Tue
2018-09-25,1,408,750,15.7,51,Tue
2018-09-25,2,292,558,14.7,55,Tue
2018-09-25,3,222,408,13.8,60,Tue
2018-09-25,4,157,292,13.4,62,Tue
2018-09-25,5,105,222,12.7,67,Tue
2018-09-25,6,132,157,12,69,Tue
2018-09-25,7,262,105,11.5,70,Tue
2018-09-25,8,440,132,11.2,70,Tue
2018-09-25,9,542,262,10.8,72,Tue
2018-09-25,10,667,440,12,61,Tue
2018-09-25,11,853,542,15.3,49,Tue
2018-09-25,12,1045,667,18,44,Tue
2018-09-25,13,1309,853,20.1,40,Tue
2018-09-25,14,1522,1045,21.7,36,Tue
2018-09-25,15,1747,1309,22.9,30,Tue
2018-09-25,16,1955,1522,23.7,28,Tue
2018-09-25,17,2033,1747,24.1,26,Tue
2018-09-25,18,1885,1955,24.2,28,Tue
2018-09-25,19,1608,2033,22.9,33,Tue
2018-09-25,20,1583,1885,21.6,37,Tue
2018-09-25,21,1565,1608,20.3,39,Tue
2018-09-25,22,1418,1583,19.3,45,Tue
2018-09-25,23,1042,1565,18.5,48,Tue
2018-09-26,0,880,1418,17.7,52,Wed
2018-09-26,1,594,1042,17.4,49,Wed
2018-09-26,2,453,880,17,51,Wed
2018-09-26,3,355,594,16.6,53,Wed
2018-09-26,4,222,453,16.6,54,Wed
2018-09-26,5,150,355,16.5,57,Wed
2018-09-26,6,230,222,16.4,59,Wed
2018-09-26,7,335,150,16.3,61,Wed
2018-09-26,8,598,230,16.3,62,Wed
2018-09-26,9,680,335,16.3,62,Wed
2018-09-26,10,923,598,16.7,60,Wed
2018-09-26,11,1152,680,17.7,54,Wed
2018-09-26,12,1358,923,19.4,47,Wed
2018-09-26,13,1686,1152,20.5,42,Wed
2018-09-26,14,1972,1358,22.5,37,Wed
2018-09-26,15,2170,1686,23.4,34,Wed
2018-09-26,16,2270,1972,24.1,33,Wed
2018-09-26,17,2349,2170,24.7,35,Wed
2018-09-26,18,2339,2270,24.4,35,Wed
2018-09-26,19,1937,2349,23.6,38,Wed
2018-09-26,20,1653,2339,22.1,45,Wed
2018-09-26,21,1529,1937,20.7,46,Wed
2018-09-26,22,1249,1653,20,46,Wed
2018-09-26,23,934,1529,18.9,43,Wed
2018-09-27,0,770,1249,18.1,43,Thu
2018-09-27,1,488,934,17.4,46,Thu
2018-09-27,2,326,770,16.7,50,Thu
2018-09-27,3,178,488,16.1,53,Thu
2018-09-27,4,151,326,15.7,53,Thu
2018-09-27,5,207,178,14.9,57,Thu
2018-09-27,6,589,151,14.4,58,Thu
2018-09-27,7,1364,207,13.9,60,Thu
2018-09-27,8,2129,589,13.4,61,Thu
2018-09-27,9,1120,1364,13.2,60,Thu
2018-09-27,10,907,2129,14.8,51,Thu
2018-09-27,11,1019,1120,17.7,48,Thu
2018-09-27,12,1189,907,19.9,47,Thu
2018-09-27,13,1191,1019,21.3,43,Thu
2018-09-27,14,1305,1189,23.2,42,Thu
2018-09-27,15,1404,1191,23,39,Thu
2018-09-27,16,1636,1305,24.6,34,Thu
2018-09-27,17,2189,1404,23.4,35,Thu
2018-09-27,18,3154,1636,23.6,31,Thu
2018-09-27,19,2422,2189,24.3,31,Thu
2018-09-27,20,2098,3154,22.5,38,Thu
2018-09-27,21,1930,2422,20.6,44,Thu
2018-09-27,22,1801,2098,19.5,47,Thu
2018-09-27,23,1222,1930,18.7,48,Thu
2018-09-28,0,0,1801,17.9,50,Fri
2018-09-28,1,0,1222,17.7,51,Fri
2018-09-28,2,0,0,17.1,52,Fri
2018-09-28,3,0,0,16.5,53,Fri
2018-09-28,4,0,0,16,56,Fri
2018-09-28,5,0,0,15.3,59,Fri
2018-09-28,6,0,0,14.7,62,Fri
2018-09-28,7,0,0,14.5,60,Fri
2018-09-28,8,0,0,14.4,61,Fri
2018-09-28,9,0,0,14.5,62,Fri
2018-09-28,10,0,0,15.2,58,Fri
2018-09-28,11,0,0,16.5,50,Fri
2018-09-28,12,0,0,17.4,51,Fri
2018-09-28,13,0,0,17.9,54,Fri
2018-09-28,14,0,0,19,52,Fri
2018-09-28,15,0,0,19.1,53,Fri
2018-09-28,16,0,0,19.4,53,Fri
2018-09-28,17,0,0,20.3,52,Fri
2018-09-28,18,0,0,21.9,46,Fri
2018-09-28,19,0,0,21.7,52,Fri
2018-09-28,20,0,0,20.4,56,Fri
2018-09-28,21,0,0,19.3,61,Fri
2018-09-28,22,0,0,18,67,Fri
2018-09-28,23,0,0,17.8,66,Fri
